0,,"ああ、オレのやってること？
《シーカー》ってんだけどさ
興味ある？","Ah, what am I doing?
I'm called a ""Seeker,"" you know.
Are you interested?",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,22
0,,"シーカーはロープとダガ―で
険しい足場にデカイ魔物、縦横無尽に登って
走ってを追求する奴さ","The Seeker climbs the treacherous terrain with
ropes and daggers.
Scaling towering enemies with ease, chasing after
them relentlessly.",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,23
0,,"身ごなしに自信があるなら
きっと合ってると思うぜ！","If you're confident in your agility, then I'm
sure it suits you perfectly!",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,24
0,,"オレは純粋に登るのが好きだけど
速さに高さ、魔物に宝に――
何を追求するかは人次第だな","I genuinely like to climb, but speed, height,
demons, treasure--
it's up to the person to decide what they want to
pursue.",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,25
0,,"あんたがヘイデンのおっさんが認めるくらい
渓谷に詳しくなれりゃ、《シーカー》として
更なるテクも目指せると思うぜ","If you become knowledgeable about the valley to
the extent that even Hayden recognizes you, I
think you can aim for even greater techniques as a
Seeker.",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,26
0,,"でっかい魔物、見たら登りたくなるよな？
特に二本足で立ってる巨人とか","When you see a huge enemy, like a giant standing
on two legs, don't you feel the urge to climb it?",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,27
0,,"あいつら怒らせた時、よじ登って《揺さぶって》
やったらよ、面白いように体勢崩すんだよな","When you provoke them and then climb up and
""shake"" them, they lose their balance in an
amusing way.",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,28
0,,スリルあるから、やってみてくれよ！,"It's thrilling, you should try it!",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,29
0,,"おっ！？
あんた、かなりあちこち登ってきたシーカー
みたいだな！","Oh!?
You seem like quite the Seeker, having climbed
all over the place!",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,30
0,,"――さては、ヘイデンのおっさんが言ってた
""紹介したい覚者""ってあんたのことだな？
《シーカー》のこと、もっと知りたいってなら
もちろん、歓迎するぜ！","Well, you're that Arisen Hayden was talking about.
If you want to know more about the 'Seekers,' I
definitely welcome it!",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,31
0,,"そうだな、《シーカー》と言えばまずは
ダガ―を使った素早い連続攻撃――
それからロープを使った
立体移動が特徴だよな","Well, when it comes to the ""Seeker"", first of
all, it's characterized by a quick succession of
attacks using daggers, and then by
three-dimensional movement using ropes.",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,32
0,,"オレ達にとっちゃロープは体の一部
自由に伸びる第三の手、みたいなモンさ！","For us, the rope is a part of our body, like a
third hand that extends freely!",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,33
0,,"ヒット＆アウェイ、そして何より
デカイ魔物に取りつくロマン！","Hit & Away, and above all, the romance of facing
off against towering foes!",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,34
0,,"技を磨いて戦場を縦横無尽に
飛び回るベテランのシーカーを目指そうぜ！
まるで自分が敵を切り刻む
風にでもなったみたいで気持ちいいぞ","Let's aim to become skilled Seekers, flying
freely across the battlefield!
It feels great, as if we've become the wind
cutting through our enemies with ease.",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,35
0,,"オレが出す課題をこなせば、
もういっちょ上のテクってヤツを
教えてやるからさ
きっちりついてこいよ？","If you can complete the tasks I assign, I'll
teach you some even higher-level techniques.
So pay close attention and follow along, okay?",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,36
0,,"なーに、あんたならできるさ！
自由のための投資ってやつだ","Hey now, you can do it! It's an investment for
freedom.",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,37
0,,"お、なになに？
オレみたいなシーカーになりたいって？","Oh, what is it?
You want to be a Seeker like me?",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,38
0,,"ま、そう焦ることはないって！
まずは１人で色々やって
思うまま体を動かしてみろよ","Well, don't be in such a hurry!
Do some things on your own first.
Move your body as the mood takes you.",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,39
0,,"そうだな、《シーカー》として
ジョブレベルが１８になったら
もういっちょ上のテクを教えてやるぜ","Yeah, once you reach Job Level 18 as a Seeker,
I'll teach you another higher-level technique.",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,40
0,,"おっと、その前に神殿にいる訓練官に
挨拶を忘れるなよ
ちゃんと紹介されてからなら
いくらでも教えてやるからさ","Oh, before that, don't forget to greet the
Trainer in the Temple.
Once you've been properly introduced, I'll be
happy to teach you as much as you want.",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,41
0,,"おお、あんた結構登ってるみたいだな！
な、シーカーとして次のステップに
進んでみる気は無いか？
そろそろ更なるテクが欲しい頃だろ？","Oh, it seems like you've been climbing quite a
bit!
Well, as a Seeker, do you have any intention of
taking the next step?
It's about time you wanted to learn some more
advanced techniques, right?",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,42
0,,"その気があるなら、神殿にいる訓練官に
ちゃんと紹介もらってくれよ
でなきゃ、ヘイデンのおっさんや神殿から
小言いわれるんだわ、オレ","If you're serious about it, get an introduction
from the Training Officer at the Temple.
Otherwise, I'll get an earful from old Hayden and
the Temple staff for bringing you here
unannounced.",ui\00_message\npc\base\n4505.gmd,\npc\n4505.arc,n4505.arc,43
0,,"ミスリウ森林深部に
ほとんど人はおりません","Deep within Mysree Grove, there are hardly any
people.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,0
0,,"私はここで一人、静かな森に身を任せ
祠を守っております","Alone in this place, I entrust myself to the
serenity of the forest, protecting the shrine.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,1
0,,"岸辺の小屋には立ち寄られましたか？
イヴァンという狩人が暮らしております","Have you stopped by the hut on the shore?
A hunter named Ivan lives there.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,2
0,,"あの方は少し会話が不器用ですが
素晴らしい弓の名手
きっと覚者さまの力となってくれるでしょう","That man is a bit clumsy in conversation, but he
is a wonderful bow master, and I'm sure he will be
a great help to you, Ser Arisen!",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,3
0,,"この森には、古き民――
エルフに縁ある遺跡が点在しています
優しく美しい、今なお息吹ある建物です","In this forest, there are scattered ruins with a
connection to the ancient people - the elves.
They are gentle and beautiful buildings that
still have a breath of life.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,4
0,,"中に入った者いわく
ところどころに、不思議な青い床石があり
その意味を理解しなければ
先に進むことができないのだとか――","According to those who have entered inside, there
are mysterious blue floor stones scattered
throughout, and it seems that one cannot proceed
without understanding their meaning.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,5
0,,"このような祠でも、旅の疲れを取るくらいなら
できましょう、辺境ゆえ<VAL PRICE_INN>ほど
ご負担いただきますが","Even in a humble shrine like this, we can provide
some respite from your travels.
However, due to our remote location, we cannot
offer the same level of comfort.
Therefore, we must ask for a modest fee of <VAL PRICE_INN>
.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,6
0,,はい,Yes,ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,7
0,,いいえ,No,ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,8
0,,"このような木々の迷路――
そのまた奥までご苦労さまです
よくぞ迷わずにいらっしゃいました
それとも――迷ったあげくにここへ？","This labyrinth of trees... And you've made it all
the way to the back.
My compliments. You must have a good sense of
direction.
Or perhaps... you got lost and stumbled upon this
place?",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,9
0,,"いずれにしても
私が貴方さまのお役に立てましょう","Either way, I am at your service.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,10
0,,"私はクリスティーヌ
ミスリウの、深き森のエリアマスターで
ございます","I am Christine, the Area Master of the deep
forest of Mysree.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,11
0,,"ミスリウ深部には――
イニアス湖を中心として、エルフに由来する
遺跡が数多くあります
お時間が許すならば、どうぞお訪ねください","In the depths of Mysree, there are numerous ruins
that originated from the elves, centered around
Lake Inias.
If you have the time, please feel free to visit.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,12
0,,"しかし森はかつてないほど騒がしく
また獣たちも騒いでおります
場合によっては、覚者さまを頼りと
させていただくこともあるでしょう","However, the forest is more noisy than ever
before, and the animals are also making a
commotion.
Depending on the situation, we may have to rely
on the Arisen for assistance.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,13
0,,"どうか、それをお心に留めおきください
森はいつでも貴方さまを歓迎いたします","Please keep that in mind.
The forest welcomes you as always.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,14
0,,"ささやかながら、貴方さまの
来訪時にお納めできる
品を用意いたしました","Modest as they may be, I have prepared offerings
for your arrival.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,15
0,,"これからもどうかこの地へ
お立ち寄りください",I hope you will continue to visit these grounds.,ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,16
0,,"覚者さま、イニアス湖北のほとりに
《密猟者のキャンプ》があるのは
ご存知でしょうか","Ser Arisen, do you happen to know that there is a
""Poachers' Camp"" on the shores of Lake Inias?",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,17
0,,"そこに出入りする者達は、獣のみならず
人をも狩りの対象にする、悪しき者達です","Those who enter and leave that place are wicked
people who hunt not only beasts, but also people.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,18
0,,"どうぞ周囲を散策する時は
ご注意ください",Please take care when you are about.,ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,19
0,,"覚者さま、お願いがございます
エルフの遺跡の一つ
通称《蒼葉のテラス》についてなのですが――","Master Arisen, I have a favor to ask.
It's about one of the elven ruins, commonly known
as ""Greenleaf Terrace""...",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,20
0,,"あの遺跡は手つかずの姿を保つため
入り口を封じていたのです","The entrance was sealed to maintain its untouched
state.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,21
0,,"しかし、その一角にグリフィンが住みつき
周囲を狩り場にするようになってしまいました","However, a griffin has taken up residence in one
of the corners and has turned the surrounding area
into a hunting ground!",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,22
0,,"そのせいで、ディナン深層林へ続く山道の
ガレキ撤去作業も滞っているようなのです","Due to that, the removal of debris on the
mountain path leading to the Deenan Woods is also
being delayed.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,23
0,,"入り口は開放いたします
どうか、その対処を頼めないでしょうか","We will open the entrance.
Please, can you take care of that for us?",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,24
0,,"覚者さま
湖の西側、《イニアス湿地帯》にて
ブルーニュート達の中に、より強力で
人を脅かす者が現れたそうです","Arisen, it seems that a more powerful and
menacing foe has appeared among the Blue Newts in
the western side of the lake, in the Inias
Wetlands.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,25
0,,"コバルト色の電光を纏ったトカゲ――
イヴァンも注意するよう言っておりました","Lizards adorned in cobalt lightning—
Ivan also advised to be wary of them.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,26
0,,"どうか、近くを通る時は警戒を
そして可能であれば退治をお願いいたします","Please, exercise caution when passing by nearby.
And if possible, I kindly request that you
exterminate them.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,27
0,,"覚者さま
かような深き森にある私どもへのお心遣い
感謝しきれるものではありません
ありがとうございます","Arisen, your kindness in reaching out to us who
dwell in these deep woods is beyond our capacity
to express.
Thank you.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,28
0,,"また、ささやかではございますが
お納めできる品を良質なものに
させて頂きました","Furthermore, although it may be modest, we have
made sure to provide high-quality items for your
humble offering.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,29
0,,どうか、今後ともよろしくお願いいたします,"Pray, we stand grateful for your continued
efforts.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,30
0,,"覚者さま、エルフの地《ディナン深層林》に
続く山道が開通いたしました","Master Arisen, the mountain path leading to the
Elven lands, ""Deenan Woods,"" has been cleared.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,31
0,,"覚者さまが、魔物を退治してくださったお陰で
ガレキ撤去作業の進捗が
良くなったそうです","Thanks to the efforts of Master Arisen, who
defeated the enemies, the progress of the debris
removal work has improved.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,32
0,,私から、あらためてお礼申し上げます,I would like to express my gratitude once again.,ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,33
0,,"さらに深き森、エルフ達の故郷を
どうぞご自身の目で確かめて来て下さい
ディナン山道は森林の最南部にございます","Please venture out and see the deeper forest, the
homeland of the elves, with your own eyes.
The Deenan Mountain Road is located at the
southernmost part of the forest.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,34
0,,"覚者さま
イニアス湖東北にある《名もなき廃村》にて
おそろしき恨みの声を聞いたと
イヴァンから報せがありました","Arisen, I have received a report from Ivan that
he heard a voice of terrible hatred in the
""Nameless Deserted Village"" located northeast of
Lake Inias.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,35
0,,"あの方は、魔物や獣にはお強いのですが
幽霊、亡霊の類は大変苦手のご様子――","That man is strong against demons and beasts, but
he is very bad with ghosts and spirits--",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,36
0,,"どうか、イヴァンに代わり
亡者の類がさまよい出ることあらば
浄化いただけないでしょうか","Pray, for Ivan's sake, purify any undead
creatures that might emerge, won't you?",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,37
0,,"覚者さま
この森にとって、あなたはすでに大事な方","Master Arisen.
To this forest, you are already an important
figure.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,38
0,,そして、私にとっても――,"And, for me as well...",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,39
0,,"あなたの尊き行いが
レスタニアのすべてに行きわたりますよう",May your noble deeds reach all of Lestania.,ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,40
0,,"私も、可能な限りの支援にて
あなたのお役に立ちたいと思います
どうぞこれからも、この森へおいで下さい","I, too, will do my best to support and be of help
to you.
Please continue to visit this forest from now on.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,41
0,,"覚者さま、少し前
この森に白きキメラが姿を現したのです","Arisen, a while ago, a Chimera white as snow
appeared in these woods.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,42
0,,"おそらく、あれは森小人達が聖獣と
崇める恐ろしの魔獣
《白獅子アルバス》――","Perhaps it's the dreaded demonic beast that the
forest dwarves worship as a holy beast,
《White Lion Albus》----.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,43
0,,"放置したならば、この森のみならず
リンウッドにまで被害をもたらす
かもしれません","If left unchecked, it could cause damage not only
to this forest but also to Lynwood.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,44
0,,"森の奥から姿を現したかの獣を
幸いにもイヴァンが撃退してくれました","Fortunately, Ivan was able to repel the beast as
it appeared from deep within the forest.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,45
0,,"そして今獣が居るのは、《霊泉のテラス》奥
――《聖獣の間》
そこで力を蓄えている様子","And now, the beast is here, deep within the
Sacred Spring Terrace - the Lair of the Holy
Beast.
It seems to be gathering its strength there.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,46
0,,"貴方さまにも魔獣の封じ込めに
ご助力いただけないでしょうか",We are in need of your aid to quell the beast.,ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,47
0,,"覚者さま、急いでお伝えしなければ
ならないことがあるのです","Master Arisen, there is something urgent that you
must know.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,48
0,,"ディナン山道の手前、森の南部にて
恐るべき巨人が姿を現したのです","Just before the Deenan Mountain Road, in the
southern part of the forest, a fearsome Giant has
appeared.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,49
0,,"その巨人の名は《ヨトン》
ハンターを襲い、多くの覚者を亡きものにした
残忍なモルトロールです","The name of that giant is ""Jotun.""
It is a cruel Mole Troll that attacks hunters and
has claimed the lives of many Arisen.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,50
0,,"森のため、《ヨトン》の討伐を――！
どうかわたしからのこの依頼
お聞き入れくださいませ","For the sake of the forest, we must defeat Jotun!
Please accept my request!",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,51
0,,"《弱化の治療》ですね、承りました
<VAL PRICE_WEAK>ほどご負担いただきますが","I understand that you would like to receive the
procedure for ""Treat Weakness.""
It will incur a fee of <VAL PRICE_WEAK>.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,52
0,,はい,Yes,ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,53
0,,いいえ,No,ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,54
0,,"あら、覚者さまは《弱化》ではありませんね
治療の必要はないようです","Oh, Master Arisen, you are not weakened.
There is no need for treatment.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,55
0,,"覚者さま、あなたはこの深き森にとっても
大事なお方
どうぞお体の疲れを取っていって下さい","Master Arisen, you are a very important person to
this forest.
Please take the time to rest and rejuvenate your
body.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,56
0,,はい,Yes,ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,57
0,,いいえ,No,ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,58
0,,"ようこそ標の祠へ
お待ちしておりました覚者さま","Welcome to the Shrine.
We have been eagerly awaiting your arrival,
Master Arisen.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,59
0,,"覚者さま、この深き森に置かれた《辺境の礎》も
このたび全て解放されたそうでございます","Master Arisen, it seems that all the ""Sub
Portcrystals"" placed in this deep forest have been
released at this time.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,60
0,,"《辺境の礎》はイヴァンの山小屋の近くにも
置かれているとのこと","It is said that ""Sub Portcrystals"" are also
placed near Ivan's Lodge.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,61
0,,"貴方さまの訪れを、きっとイヴァンも喜ぶはず――
ぜひ、お時間の許す際には
お顔を見せに行ってやってください","Surely Ivan will be pleased to see you.
Prithee, whenever you have the time, pay him a
visit.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,62
0,,"あの無愛想な顔の下で、
あの方も貴方さまのことを
ずいぶん気に入っているようなのです","Even under that gruff demeanor, it seems he has
taken a liking to you!",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,63
0,,"覚者さま、今日は折り入って
ご相談したいことがございます","Arisen, there is something I would like to
discuss with you today.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,64
0,,"イニアス湖の近辺、南の方角に
霞んだような人影が現れたと
イヴァンから報告がありました","In the southern vicinity of Lake Inias, a hazy
figure has emerged, as reported by Ivan.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,65
0,,"あの方は幽霊、亡霊の類が大の苦手とのこと――
それ以降、あの辺りには
近寄れないようなのです","He doesn't do well with ghosts or spirits--
and since then, he won't go near that area!",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,66
0,,"どうか、イヴァンに代わり
この人影を打ち払ってはいただけないでしょうか","Prithee, in Ivan's stead, could you kindly
dispatch this figure?",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,67
0,,"詳しくご説明いたしますので
ご出発の前には再度、私にお声掛けください――","Please call upon me again before you depart, and
I will offer a thorough explanation.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,68
0,,"ここからディナン深層林へと進む途中に
新しく見つかりました《霧幻のテラス》――","On the way to the depths of the Deenan Woods, a
new discovery has been made - the ""Misty Illusion
Terrace"".",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,69
0,,"中から冷気が漏れ出でてくるような
不思議な遺跡です
冷たい霧に覆われていたせいで
今まで見つからなかったのかもしれません","It is a mysterious ruin from which cold air leaks
out.
Perhaps it remained undiscovered until now
because it was covered in a freezing mist.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,70
0,,"何か未知の危険があるかと思い
封鎖してまいりましたが、貴方さまならば
中を調べることも可能かと――","I have sealed it, as I thought there might be
some unknown danger.
But if it is you, Ser, it may be possible to
examine the inside...",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,71
0,,"足を踏み入れられる際は
くれぐれもご注意くださいませ――","Upon entering, please remain cautious――",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,72
0,,"覚者さま、度々申し訳ございませんが
今回もお力をお借りできないでしょうか――","Master Arisen, I apologize for the frequent
inconvenience, but would it be possible to borrow
your strength once again?",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,73
0,,"実は先日、突如としてこの祠の前に
ミストドレイクが現れたのです","In fact, the other day, a Mist Drake suddenly
appeared in front of this shrine!",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,74
0,,"幸い、イヴァンが訪れている時だったので
あの方が応戦してくださり
事無きを得ましたが――","Fortunately, it was when Ivan was visiting.
He graciously fought it back, and we were able to
avoid any harm.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,75
0,,"退けられた竜は、《霧幻のテラス》へと
去っていったとのこと","The repelled dragon has retreated to ""Misty
Illusion Terrace.""",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,76
0,,"どうか、竜が再びこの祠を
襲うことのないよう
あの遺跡内への封じ込めに
ご協力いただけないでしょうか","Prithee, could you lend your assistance in
sealing off the ancient ruins so that the dragon
will not attack this shrine again?",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,77
0,,"覚者さま
この森にとって、あなたはすでに大事な方――","Master Arisen.
To this forest, you are already an important
figure.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,78
0,,そして、私にとっても――,"And, for me as well...",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,79
0,,"あなたの尊き行いが
レスタニアのすべてに行きわたりますよう",May your noble deeds reach all of Lestania.,ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,80
0,,"あなたのお役に立てるよう
私も最大限の支援をお約束いたしましょう
どうぞこれからも、この森へおいでください","I will ensure that I support you to the best of
my abilities.
Please do not hesitate to return to this forest
in the future.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,81
0,,"覚者さま
この森にとって、あなたはすでに大事な方","Master Arisen.
To this forest, you are already an important
figure.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,82
0,,そして、私にとっても――,"And, for me as well...",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,83
0,,"あなたの尊き行いが
レスタニアのすべてに行きわたりますよう",May your noble deeds reach all of Lestania.,ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,84
0,,"かような深き森にある私どもへの
お心遣い、感謝しきれるものではありません
ありがとうございます","Master Arisen.
Your kindness in reaching out to us who dwell in
these deep woods is beyond our capacity to
express.
Thank you.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,85
0,,"覚者さま
数々のご協力、痛み入ります","Master Arisen,
We are deeply grateful for your numerous
contributions.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,86
0,,"覚者さま
ここを訪れて下さり――嬉しく存じます","Master Arisen,
I am delighted that you have come to visit.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,87
0,,"何かできることはと思い
この品を用意しました
気に入って頂けると良いのですが――","I have prepared this item, hoping that there is
something I can do.
I hope you will like it...",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,88
0,,"覚者さま、これをお持ちください
イヴァンがあなたにと用意してくれたものです","Master Arisen, please bring this with you.
It is something that Ivan has prepared for you.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,89
0,,"あの無愛想な方が、にこにことして
持ってきてくれました",That unsociable man brought it to me with a smile!,ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,90
0,,"覚者さま、これをお持ちください
わずかでも旅の助けとなりましょう","Master Arisen, please bring this with you.
I hope it can help you, even just a little bit.",ui\00_message\npc\base\n4506.gmd,\npc\n4506.arc,n4506.arc,91
0,,"白竜様が貴方様を覚者としたは
レスタニアにとって大いなる僥倖――","It is a great fortune for Lestania that the White
Dragon has recognized you as an Arisen, my Lord.",ui\00_message\npc\base\n4507.gmd,\npc\n4507.arc,n4507.arc,0
0,,"いえ、白竜様は見抜かれておいでだった
のかもしれませぬ
貴方様の、""理の器""たる可能性を","No, perhaps the Lord White Dragon had foreseen it
all along...
The possibility of you being the ""vessel of
order.""",ui\00_message\npc\base\n4507.gmd,\npc\n4507.arc,n4507.arc,1
