0,,"エリアマスターとは言っても
こんな状況だ
まだ何一つわからんがな！
まずは拠点を一通り設営したところだ","Even though I say I'm an Area Master, the
situation is like this. I still don't understand
anything! First, I have to set up the base.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,9
0,,"――そう不安そうな顔をするな！
島の全体像を早期に探るべく
身軽な人員を俺直属の斥候隊として
連れてきたから安心してくれ！","Don't look so worried! I've brought a team of
agile individuals as my direct reconnaissance unit
to swiftly explore the entire island. So, rest
assured!",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,10
0,,"彼らにはなるべく戦闘を避けさせ
島の地形や魔物の生息状況を
重点的に探らせていく予定だ","We'll have them avoid combat as much as possible,
and focus on exploring the island's terrain and
demonic inhabitants.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,11
0,,"そして、斥候隊を始めとする
各部隊からの情報を統括したり
調査の方向性を監督するのが俺の仕事ってわけだ","And so, my job involves overseeing information
from various units, including the scout team, and
supervising the direction of the investigation.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,12
0,,"監督といっても
お前たちはそれぞれの判断で
調査を進めてくれて構わん！
ジョゼフ様直々のお達しだ","Speaking of the overseer, each of you can proceed
with the investigation based on your own judgment!
This is a direct order from Joseph himself.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,13
0,,"俺もこの拠点で大人しくしているつもりは無いぞ！
この未知の状況、己の実力を計るには
絶好のチャンスだ！　腕が鳴るな！","I don't intend to sit still at this base either!
In this unknown situation, it's the perfect
opportunity to test my abilities. I'm itching to
go!",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,14
0,,"調査の進捗はどうだ？
支援品を割り当てておいたから
持っていくといい
今後の働きに期待してるぞ！","How is the progress of the investigation? I have
allocated support items, so it would be good to
bring them along. I am expecting great work from
you in the future!",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,15
0,,"調査の成果が出始めているな
厳しい状況に変わりはないが
この調子で進めていこう","The results of the investigation are beginning to
show, but the situation remains severe. Let's
continue in this way.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,16
0,,"お前の隊もいつも頑張ってくれている
支援品を少し大目に持っていくといい
今後も期待してるぞ！","Your squad always does a great job, too.
You can take a little extra support supplies with
you!
I'm looking forward to seeing more of you in the
future!",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,17
0,,"ふむ、この調査隊の中でも
ずば抜けた動きをしているのが
お前の隊だろう！
さすがはジョゼフ様のお墨付きだ！","Hmmm, of all these survey teams, the one that
stands out from the rest is yours!
That's what I'm talking about, Masters Joseph's
endorsement!",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,18
0,,"走り回ればそれだけ消耗もしているだろう
支援品の割り当てを増やしておくから
遠慮せずに持っていってくれ","If you keep running around, you'll exhaust
yourself even more.
I'll increase the allocation of support items, so
please don't hesitate to take them.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,19
0,,"それにしても、拠点にできるような
状態の良い洞窟を早々に発見できたのは
本当に幸運だったな！","Regardless, being able to quickly discover a cave
in such a good condition, that could serve as a
base was truly fortunate!",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,20
0,,"島の南の方にある洞窟を知っているか？
調査隊内では《不浄の掃き溜め》と
呼んでいる洞窟だ","Do you know about the cave located in the
southern part of the island? Within our expedition
team, we refer to it as the ""Cesspool of Filth"".",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,21
0,,"実はあそこも、この洞窟と同時期に
発見していたんだが
ここと違って、内部が凄まじい状態でな","Actually, we also discovered that place around
the same time as this cave.
But unlike here, the interior is in a terrible
state.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,22
0,,"何らかの肉食獣が棲みついていたのか
そこら辺に腐った死肉が散乱して――
臭いもそれはひどいもんだった！","Some kind of predator was living in the area.
There was rotting dead meat scattered around--
and the smell was terrible!",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,23
0,,"奥に肉食獣が潜伏しているのを予感して
早期に封鎖しておいたんだが、
お前の実力があれば探索できそうだ","I had a hunch there was a predator lurking in the
back,
so I sealed it off early.
I'm sure you could explore it if you're up to it.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,24
0,,"もし臭いが気にならない性質なら
内部を探索しに行ってみてくれ","If it's in your nature to not mind the smell, go
and explore the interior.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,25
0,,"そういえば、ここから西に行ったところに
開けた土地があるんだが知っているか？
調査隊では《滝を臨む蝕地》と呼んでいるが――","By the way, do you know that there is an open
piece of land if you go west from here? The survey
team calls it ""Corrupted Ground Facing the
Waterfall"".",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,26
0,,"あそこには以前から
侵食ゴブリンどもがうろついていたんだが
最近、数が増えて大きな群れになっているようだ","There have been corruptions, infected goblins
wandering around over there for a while, but
recently, their number has increased and they seem
to have formed a large herd.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,27
0,,"元がゴブリンとはいえ
侵食の作用で凶暴化している上に
数がいると中々厄介だぞ
侮って痛い目を見ないよう気を付けてくれ","Even though they are goblins, they become even
more aggressive due to the corrupting effect, and
it can be troublesome when there are many of them.
Be careful not to underestimate them and suffer
the consequences.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,28
0,,"ちょうどいいタイミングで来てくれた！
お前に頼みたいことがあってな","You came just in time!
I have a favor to ask you.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,29
0,,"この拠点から南西の方角の海岸沿いに
古い地下聖堂のような場所が見つかってな
封鎖されていたが、先日ようやく開けることができた","From this base, a place resembling an old
underground cathedral was discovered along the
southwestern coast. It had been sealed off, but
was finally able to be opened the other day.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,30
0,,"中は水が流れていて静かな雰囲気だ――
俺たちは《せせらぎの地下聖堂》と呼んでいる
まぁ、実際に聖堂として使われていたのかは
定かではないが――","Inside, water is flowing, creating a serene
atmosphere—
We call it the ""Crypt of Murmurs.""
Well, it's unclear whether it was actually used
as a sanctuary—
but it has a holy land-like ambiance.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,31
0,,"この島には珍しく、文化的な造形物が
数多く残されているようだ
あそこを探ることで、何か得るものが
あるんじゃないかと思ってな","Unusually for this island, there seems to be a
great number of cultural structures that have been
preserved. I believe there may be something to
gain by exploring there.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,32
0,,"だが、内部には危険度の高い
魔物が徘徊していて、
相応の戦力を持った者でないと
とても調査は任せられん","However, within, there are highly dangerous
enemies wandering around, and unless one possesses
sufficient fighting power, I cannot entrust the
investigation to them.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,33
0,,"そこで、お前に頼みたいというわけだ
調査に向かうタイミングは任せよう
準備ができたら、また声をかけてくれ！","That's why I'm asking for your help. I'll leave
it to you to decide when to head out to
investigate. When you're ready, give me a call
again!",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,34
0,,"各隊員の尽力によって
この島の調査も進みつつあるな！
中でもお前の隊の働きは格別だ！","Thanks to the efforts of each team member,
the investigation of this island is progressing!
Your team's work, in particular, is exceptional!",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,35
0,,"この状況では中々報いてやることもできないが
せめて支援品の割り当てだけでも
増やせるように手配しておこう！","In this situation, it may not be possible to
retaliate right away, but let's at least make
arrangements to increase the allocation of aid
supplies!",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,36
0,,"この島に一つ、塔があるだろう
《聖遺の塔》と呼ばれているあそこだ
あの近くに古い井戸があってな","There should be one tower on this island, it's
called the ""Sage Tower Ruins"". There is an old
well near there.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,37
0,,"井戸蓋の部分が錆び付いていて
開けられなかったんだが
この間、ようやくこじ開けることができた","The part of the well cover was rusted and
couldn't be opened, but recently, I was finally
able to pry it open.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,38
0,,"中の探索までは中々手が回っていないが
もしお前の手が空いていたら
覗いてみても損は無いだろう","I haven't gotten around to exploring inside, but
if you're available, it wouldn't hurt to take a
peek.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,39
0,,"北の方の沿岸に、肉食の魔物が集まりやすい
開けた土地があるのを知っているか？
獲物の死肉が溜め込まれている広場だ","Did you know that there is an open area of land
on the northern coast where carnivorous creatures
tend to congregate?
It's a square where the carcasses of their prey
are stored.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,40
0,,"先日、あの広場に
新手のナイトメアが舞い降りたんだが
隊士を討伐に向かわせてみても、飛び回る上に
歌ったり叫んだりで手に負えんらしい","The other day, a new nightmare landed in that
plaza.
I sent a squad to take it down, but they were
flying around, singing and screaming and it was
too much for them to handle.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,41
0,,"ナイトメアの声には
特殊な魔力が込められているからな
あの辺りに近づく時は注意してくれ","The voice of the Nightmare contains a special
kind of magic, so be cautious when getting close
to that area.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,42
0,,"そうだ、お前にも話しておこう
この島に来て最初に調査することになった
《侵食魔の巣窟》の奥に
更なる空間が広がっていたのを覚えているか？","That's right, I should tell you too. When I first
came to this island, I was assigned to investigate
the depths of the ""Infected Den"". Do you remember
that there was a further expanse beyond it?",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,43
0,,"予想以上に侵食が進んでいたことから
一旦は俺の判断で封鎖していたんだが
島全体の調査も進んできたことを考えて
そろそろ封鎖を解こうと思ってな","The Corruption had progressed more than
anticipated, so I temporarily sealed it off based
on my judgment. However, considering that the
investigation of the entire island has also
progressed, I think it's about time to lift the
blockade.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,44
0,,"奥は侵食が進み
特に強力な侵食魔が巣食っていることは
まず間違いないだろう","The depths have been corrupted, and there is no
doubt that a powerful infected demon is nesting
there.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,45
0,,"調査に入る時は
くれぐれも警戒を怠らないように
抗侵薬の予備も豊富に用意して向かってくれ","When entering the investigation, please be
extremely cautious and do not neglect your
vigilance. Please also bring ample supplies of
Anti-Corruption Medicine with you.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,46
0,,"ちょっとばかりマズい状況になってきてな
“侵食”の進行スピードがこちらの予想を
上回っているようだ――","The situation is becoming a bit troublesome. The
speed of Corruption seems to be surpassing our
expectations.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,47
0,,"《翼風高原》に
侵食ゴアサイクロプスが現れたんだが
こいつがまた派手に侵食が進んだ個体だ","An ""Infected Goreclops"" has appeared in the Wing
Wind Plateau, and this individual's infection has
advanced quite dramatically.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,48
0,,"“侵食核”って呼び名らしいが、とにかく頭に
イバラみたいなものを２本も生やしてやがる
あれは体に回りきった毒が
行き場を失って噴きだしたような状態だ","It's called the ""Corruption Core,"" it's got two
thorny appendages sticking out of it. It's like
the poison in the body has run out of places to go
and started to burst out.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,49
0,,"侵食が進んだ魔物は凶暴性が増すのは
前に説明した通りだが
あそこまで侵食が進んでしまうと
もう別種の魔物と考えた方がいいだろうな――","As I explained before, when a monster's
corruption advances, its aggressiveness increases.
However, when the corruption has progressed to
that extent, it might be better to consider it as
a different species of creature altogether.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,50
0,,"ともかく、あれは並の隊士に任せるわけにはいかない
かと言って、調査の妨げになる恐れから
放置するのも気がかりだ","Anyway, leaving it to ordinary squad members
isn't an option, but at the same time, I'm
concerned that it might hinder the investigation.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,51
0,,"頼めるのであれば、お前に討伐を
任せたいんだが――
引き受けてくれるのであれば
あらためて詳細を説明しよう","If it's possible to rely on you, I would like to
entrust the subjugation to you... If you are
willing to accept, let me explain the details
again.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,52
0,,"お前の隊の目覚ましい働きには
まったく舌を巻くばかりだ！
さすがはレオの後任と期待されるだけあるな！","The remarkable work of your squad is absolutely
mind-blowing!
You are indeed the expected successor to Leo!",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,53
0,,"本当はもっときちんと報いてやりたいものだが
この島では手に入るものに限りがあるからな――
その中でも一際良い物が
お前の隊に回るよう手配しよう","I actually want to reward you more properly, but
there are limitations to what can be obtained on
this island. Among those, I will arrange for
something particularly good to be allocated to
your squad.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,54
0,,"これからもその調子で調査を進めてくれ
頼りにしているぞ！","Keep up the good work and keep up the research.
I'm counting on you!",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,55
0,,"橋を渡ったところに大きな坑道跡があるのは
もう知っているか？","There is a large mine site across the bridge. Do
you already know about it?",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,56
0,,"古い坑道は崩落が怖いからな
安全確保のために今まで封鎖していたが
地盤もそう脆くはないようだから
封鎖を解くことにした","Because there is fear of collapse in the old
tunnels, We have been sealing them off for safety
measures. However, since the ground doesn't seem
to be too weak, We have decided to lift the seal.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,57
0,,"お前には一足先に教えておこう
前人未踏の場所を探索してみたければ
今が絶好の機会だぞ！","Let me tell you in advance; If you want to
explore uncharted territory, now is a great
opportunity!",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,58
0,,"西の方に水量の多い洞窟があってな
恐らくあそこが辺り一帯の
水源になってるんだろう","There is a cave with a lot of water to the west.
It is likely that it is the source of water in
this area.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,59
0,,"中に入ると四方八方から滝の音が聞こえて
方向感覚を失いそうになるくらいだ
調査隊では《滝鳴洞穴》と呼んでいる","Once inside, you can hear the sound of the
waterfall from all directions and almost lose your
sense of direction. The survey team calls it
""Waterfall Echo Cavern.""",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,60
0,,"この島は全体的に水が豊富な印象だが
《滝鳴洞穴》は別格だぞ","I get the impression that water is plentiful on
this island as a whole, but Waterfall Echo Cavern
is something else!",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,61
0,,"暗い洞窟内で流される危険性や
滝の存在を考慮して封鎖していたが、
お前にはそんな心配は要らんな","We had it sealed off due to the danger of being
swept away in the dark cave and the presence of
waterfalls, but you don't need to worry about
that.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,62
0,,"封鎖を解いておこう
一度行ってみてくれ","Let's lift the blockade; Please go and see for
yourself.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,63
0,,"ふむ――
最近は侵食のペースが以前にも増して
早まっているように思わないか？","Hmm... Don't you think that the rate of
corruption has been increasing recently?",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,64
0,,"この間、《菌糸の襲窟》と呼んでいる洞窟の
初期調査が終わったんだが
内部もかなり侵食が進んでいて
そこらへん菌胞だらけになってやがってな","Recently, we finished the initial investigation
of a cave known as the ""Fungal Colony Caves,"" but
the interior is heavily corrupted. The place is
filled with fungal spores.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,65
0,,"斥候に行った隊士も
あらかじめ抗侵薬を飲んでから向かったそうだ","Even the troopers who went scouting took
Anti-Corruption Medicine before they went.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,66
0,,"実際はそこまでするほどではないんだが
気持ちはわからんでもない有様だ――","In reality, it might not be as bad as it seems,
but I can understand the concern about it.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,67
0,,"当然、侵食魔もウヨウヨしている
お前も《菌糸の襲窟》に向かう時は
抗侵薬を忘れずに持っていくようにな","Of course, the infected creatures are also
crawling about. When you head towards the Fungal
Colony Caves, make sure to bring the
Anti-Corruption Medicine with you.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,68
0,,"ううむ――
いや、少しばかり悩ましい事態になってな","Hmm... Well, it seems that things have become
somewhat troubling.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,69
0,,"《菌糸の襲窟》の奥に、侵食ベヘモットが
潜んでいることがわかったんだが
こいつが厄介で――
すでに３人の隊士が負傷して帰ったほどだ","We discovered that a Corrupted Behemoth lurks in
the depths of the ""Fungal Colony Caves"", and it's
a troublesome one. Three squad members have
already returned injured because of it.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,70
0,,"本来であれば俺が向かいたいところだが
ストックしてある医療物資が
底を尽きかけていることもあって、
物資の確保が何よりの急務になってしまった","Normally, I would have headed there myself, but
our stock of medical supplies is running out, and
securing supplies has become a matter of the
utmost urgency.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,71
0,,"医療物資の確保も無しに
隊士を討伐に送り出したり、
まして一人討伐に飛び出したとなっては
間違いなくクラリッサに文句を言われるからな――","Sending squad members to face this threat without
securing medical supplies, let alone heading out
to face it alone, will definitely earn me a
scolding from Clarissa.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,72
0,,"そうだ
お前、クラリッサに内緒で
あの侵食ベヘモットを
討伐してきてくれないか？","Yeah. Can you, without letting Clarissa know, go
and defeat that Corrupted Behemoth for us?",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,73
0,,"今までも大型の侵食魔を何体も
相手にしてきたお前なら、きっと倒せるはずだ！
こんな大物とやり合う機会もそう無いぞ！
どうだ？　気になったらあらためて声をかけてくれ","You've faced numerous large Corrupted Beasts in
the past, and I believe you can defeat it!
Opportunities to challenge such a formidable foe
are rare. So, what do you say? If you're
interested, let me know, and we can discuss it
further.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,74
0,,"良いニュースがあるぞ！
調査が進んだことで
レスタニアからの物資を運ぶルートの整備も
ずいぶんと捗ってな！","I have good news! With the progress of the
investigation, the maintenance of the route for
transporting supplies from Lestania is coming
along quite well!",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,75
0,,"今後はより良い支援物資が安定して
送られてくるそうだ
これで、お前の隊も少しは楽になるだろう","They're going to be sending a steady stream of
better relief supplies from now on.
This should make things a little easier on your
squad.",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,76
0,,"それにしても、お前がいなければ
今頃この島の調査もここまでは進んで
いなかっただろう！","Still, without you, we wouldn't have made this
much progress in our survey of the island by now!",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,77
0,,"魔赤島調査にかける熱意、そして実力――
どれをとっても抜きんでた働きだ！
今後も期待しているぞ！","The passion and skills dedicated to the
investigation of Bloodbane Isle are exceptional!
We are expecting great things in the future!",ui\00_message\npc\base\n0549.gmd,\npc\n0549.arc,n0549.arc,78
0,,"俺のところに来るとはな――
話を聞こうじゃないか","You've come to see me. Well, let's hear what you
have to say.",ui\00_message\npc\base\n0550.gmd,\npc\n0550.arc,n0550.arc,0
0,,"自分が無知であることを知るのは難しいことだ
「己の無知を知っている」と思うこと自体が
そうでないことの証明かも知れないだろう","It is difficult to know that one is ignorant.
Thinking ""I know my own ignorance"" might be
evidence that it is not so.",ui\00_message\npc\base\n0550.gmd,\npc\n0550.arc,n0550.arc,1
0,,"世界は一つではない――
こう聞いた時、お前は何を思う？","There is more than one world. What do you think
when you hear this?",ui\00_message\npc\base\n0550.gmd,\npc\n0550.arc,n0550.arc,2
0,,"自分の知らない国があるかも知れないと思うか？
それとも人々の相互理解の難しさを考えるか？
あるいは自分には見えない何かの存在を信じるか？","Do you think that there might be countries you
don't know? Or do you think about the difficulty
of mutual understanding among people? Or do you
believe in the existence of something that you
can't see?",ui\00_message\npc\base\n0550.gmd,\npc\n0550.arc,n0550.arc,3
0,,"お前の見ている世界と
俺の見ている世界は違うかもしれないぜ","Then don't hesitate, come here anytime.",ui\00_message\npc\base\n0550.gmd,\npc\n0550.arc,n0550.arc,4
0,,"それを見ている人間が違うんだから
目に映る世界自体が違うと言えなくもないだろう","Since the person looking at it is different, it
could be said that the world itself that is
reflected in the eyes is different.",ui\00_message\npc\base\n0550.gmd,\npc\n0550.arc,n0550.arc,5
0,,"お前はもっとたくさんのことを
知るようになるだろう――",You will come to know more things.,ui\00_message\npc\base\n0550.gmd,\npc\n0550.arc,n0550.arc,6
0,,"知識が増える、といったことじゃない
お前の目はたくさんの世界を見ることになる――
そう、何かを追い求める限りな","It's not about gaining knowledge, Your eyes will
see many worlds— Yes, as long as you pursue
something.",ui\00_message\npc\base\n0550.gmd,\npc\n0550.arc,n0550.arc,7
0,,"お前の身体はひとつだ――
いかな勇者とてそれは変わらない","Your body is one, and no amount of bravery will
change that.",ui\00_message\npc\base\n0550.gmd,\npc\n0550.arc,n0550.arc,8
0,,"まずは、挑むべき試練に集中するべきだ
慌てる事はない","First, we should focus on the trials we need to
take on. No need to panic.",ui\00_message\npc\base\n0550.gmd,\npc\n0550.arc,n0550.arc,9
0,,これはこれは、レスタニアの覚者様,"Well met, Arisen of Lestania.",ui\00_message\npc\base\n0554.gmd,\npc\n0554.arc,n0554.arc,0
0,,"レスタニアの方の目には
フィンダムはどのように映るのですか？",How does Phindym appear to the people of Lestania?,ui\00_message\npc\base\n0554.gmd,\npc\n0554.arc,n0554.arc,1
0,,"私はフィンダムが気に入っていますよ
いえ、他の地に赴いたことはありませんが――","I like Phindym. No, I have never been to another
country—",ui\00_message\npc\base\n0554.gmd,\npc\n0554.arc,n0554.arc,2
0,,"ここを離れることはおろか
フィンダム以外の地があることすら知りませんでした
私にとっての唯一の場所なのです","Not only leaving this place, but I didn't even
know that there were other places besides Phindym.
It is the only place for me.",ui\00_message\npc\base\n0554.gmd,\npc\n0554.arc,n0554.arc,3
0,,"視線が気になりますか？
何せ我々はレスタニアの人々を初めて見るもので――","Are you concerned about the stares? After all, we
are seeing the people of Lestania for the first
time.",ui\00_message\npc\base\n0554.gmd,\npc\n0554.arc,n0554.arc,4
0,,ん？　何か用かな？,Hmm? Do you need something?,ui\00_message\npc\base\n0555.gmd,\npc\n0555.arc,n0555.arc,0
0,,"レスタニア――
不思議な響きだな
新鮮な感じがするよ","Lestania— It has a mysterious sound, It feels
fresh.",ui\00_message\npc\base\n0555.gmd,\npc\n0555.arc,n0555.arc,1
0,,"僕は旅好きでね
親には良い顔をされなかったけど
しばらくダナを離れて色んなところを回ったんだ","I love traveling, you know. Even though my
parents didn't approve of it, I traveled to
various places for a while, leaving Dana behind.",ui\00_message\npc\base\n0555.gmd,\npc\n0555.arc,n0555.arc,2
0,,"いつかレスタニアにも行ってみたいものだな
自分の知らない場所があると思うと
それだけでワクワクしてくるよ","I would like to visit Lestania someday. It
excites me just thinking about unknown places.",ui\00_message\npc\base\n0555.gmd,\npc\n0555.arc,n0555.arc,3
0,,"いつか、レスタニアの話を
ゆっくり聞かせてくれ
君らの手が空いた時でいい","One day, when you have a moment, please take your
time to tell me about Lestania.",ui\00_message\npc\base\n0555.gmd,\npc\n0555.arc,n0555.arc,4
0,,あっ、レスタニアの覚者さん！,"Ah, Lestania's Ser Arisen!",ui\00_message\npc\base\n0556.gmd,\npc\n0556.arc,n0556.arc,0
0,,"ボク、鳥を飼ってたんだ
でも連れてこられなくて――
元気にしてるかなぁ――","I used to have a bird, but I couldn't bring it
with me... I wonder if it's doing well...",ui\00_message\npc\base\n0556.gmd,\npc\n0556.arc,n0556.arc,1
0,,"ボクもおばあちゃんも、別の村に住んでたんだ
侵食のせいで住めなくなっちゃって――
それでここに逃げてきたんだよ","Both me and my grandmother were living in a
different village. We couldn't live there anymore,
because of the corruption. That's why we came here
to escape.",ui\00_message\npc\base\n0556.gmd,\npc\n0556.arc,n0556.arc,2
0,,"おばあちゃんはいつか帰れるっていうけど
ホントかな――","They say grandma will come home someday. I wonder
if that's true—",ui\00_message\npc\base\n0556.gmd,\npc\n0556.arc,n0556.arc,3
0,,"角が珍しい？
触ってもいいよ","Is it unusual to have horns? You can touch if you
want.",ui\00_message\npc\base\n0556.gmd,\npc\n0556.arc,n0556.arc,4
0,,"――レスタニアの人って
角が無くて困らないの？
何かスカスカした感じ、しない？","ーーDon't people from Lestania have horns?
Don't they feel strange without them?
Do they feel empty or something?",ui\00_message\npc\base\n0556.gmd,\npc\n0556.arc,n0556.arc,5
0,,"最近は変なことばかり――
これから一体どうなるんだろうね――","Lately, there have been nothing but strange
things happening - I wonder what will happen from
now on.",ui\00_message\npc\base\n0557.gmd,\npc\n0557.arc,n0557.arc,0
0,,"おぞましい魔物が現れたり、
異世界の覚者が来たり――
一体どうなっているのやら","Hideous monsters appear,
Arisen ones from another world come--
What on is happening?",ui\00_message\npc\base\n0557.gmd,\npc\n0557.arc,n0557.arc,1
0,,"いえ、あなた方を悪く言うつもりはなくてね
ただ、心配なだけで――","No, I don't intend to speak ill of you all. I'm
just worried, that's all...",ui\00_message\npc\base\n0557.gmd,\npc\n0557.arc,n0557.arc,2
0,,"私はね、私の家族を守りたいんだよ
孫を守るためならなんだってするし
孫を連れてどこまでも逃げるよ","I, you know, I want to protect my family. I'll do
anything to protect my grandchildren. I'll run
away with my grandchildren anywhere.",ui\00_message\npc\base\n0557.gmd,\npc\n0557.arc,n0557.arc,3
0,,"心配性かも知れないけど、
何よりも孫が大切なんだ――
誰にだってそういうもの、あるだろ？","I may be anxious, but above all, my grandchildren
are important— Everyone has something like that,
don't they?",ui\00_message\npc\base\n0557.gmd,\npc\n0557.arc,n0557.arc,4
0,,"大切なものを守りたいっていう気持ちは
誰にだってあるものさ
失ってしまったら自分がどうなるかわからない
そんな大切なものが――","The feeling of wanting to protect something
important is something that everyone has. If we
were to lose it, we wouldn't know what would
become of ourselves. That's how precious it is -",ui\00_message\npc\base\n0557.gmd,\npc\n0557.arc,n0557.arc,5
0,,"あら、レスタニアの方
河を渡りたいのかしら？","Oh, you're the one from Lestania. Want to cross
the river?",ui\00_message\npc\base\n0558.gmd,\npc\n0558.arc,n0558.arc,0
0,,"トレアサにはもうお会いになった？
彼女、少し人見知りなんだけど
本当はとっても良い人なのよ
真面目で、温厚で、仕事熱心で――","Have you met Toreasa already? She's a bit shy,
but she's actually a very nice person. She's
diligent, gentle, and dedicated to her work.",ui\00_message\npc\base\n0558.gmd,\npc\n0558.arc,n0558.arc,1
0,,"ここ、エラン水林は
綺麗なところでしょう？
空気も清浄で――","Here; Elan Water Grove is a beautiful place,
right? The air is also clean――",ui\00_message\npc\base\n0558.gmd,\npc\n0558.arc,n0558.arc,2
0,,"やっぱり水が多いからなのかしら？
ね、船の上で深呼吸してみて
きっと気持ちがいいわ","Is it because there is a lot of water after all?
Well, try taking a deep breath on the boat. It
will surely feel good.",ui\00_message\npc\base\n0558.gmd,\npc\n0558.arc,n0558.arc,3
