0,,"我がもの顔で暴れてる奴らの隠れ家に
乗り込んで、一つ懲らしめてやってくださいよ","Please go to
to the hideouts of those who are raging against
themselves and punish them one by one!",ui\00_message\npc\base\n1604.gmd,\npc\n1604.arc,n1604.arc,52
0,,"戦って、一時の休息を楽しむ――
そしてまた戦いに出る！
どうだ、これこそ戦士として理想の生活だろう","Fight, and enjoy a momentary rest--
And then, go forth to battle again!
How is it? This is surely the ideal life as a
Soldier, isn't it?",ui\00_message\npc\base\n2502.gmd,\npc\n2502.arc,n2502.arc,8
0,,"《弱化の治療》なら
<VAL PRICE_WEAK>必要だが――","If it's ""Treat Weakness"", it's <VAL PRICE_WEAK>.
What do you want to do?",ui\00_message\npc\base\n2502.gmd,\npc\n2502.arc,n2502.arc,9
0,,はい,OK,ui\00_message\npc\base\n2502.gmd,\npc\n2502.arc,n2502.arc,10
0,,いいえ,Cancel,ui\00_message\npc\base\n2502.gmd,\npc\n2502.arc,n2502.arc,11
0,,"ハッハッハ！
弱化にはなっていないようだ
弱気にはなっているようだがな","Hahaha!
You don't seem to have weakened.
You seem to have become more timid, though.",ui\00_message\npc\base\n2502.gmd,\npc\n2502.arc,n2502.arc,12
0,,"わしも今は引退してのんびりしているが
鍛練は怠っていないぞ","I am also currently retired and enjoying a
leisurely life, but I have not neglected my
training.",ui\00_message\npc\base\n2502.gmd,\npc\n2502.arc,n2502.arc,13
0,,"――まずは身の証を立ててから
来るべきじゃないのか？","First, shouldn't we establish our credibility
before we come?",ui\00_message\npc\base\n2502.gmd,\npc\n2502.arc,n2502.arc,14
0,,"身の証を立てる前に
休息を取りたいというなら
そりゃ、かまわんが――","Before proving your innocence, if you wish to
take some rest,
Well then, it's fine...",ui\00_message\npc\base\n2502.gmd,\npc\n2502.arc,n2502.arc,15
0,,"ハーイ、色々揃えてるわよ
どうぞ見て行ってね","Yes, I have various things.
Please feel free to take a look!",ui\00_message\npc\base\n2503.gmd,\npc\n2503.arc,n2503.arc,0
0,,"ピサルとラザネイル、素敵でしょ？
ああいう夫婦が理想なのよね","Pisarr and Razanailt, aren't they wonderful?
That's the ideal kind of couple.",ui\00_message\npc\base\n2503.gmd,\npc\n2503.arc,n2503.arc,1
0,,"たくさん覚者がいたら
一人一人が受けられる竜力が少なくならない？
何人もの覚者より、強い覚者が一人いた方が
安心できると思うんだけど","If there were many Arisen, wouldn't the Dragon
Force that each one can receive be diminished?
I think it would be more reassuring to have one
strong Arisen than a number of Arisen.",ui\00_message\npc\base\n2503.gmd,\npc\n2503.arc,n2503.arc,2
0,,あれ？　何も買っていかないの？,Huh? You're not buying anything?,ui\00_message\npc\base\n2503.gmd,\npc\n2503.arc,n2503.arc,3
0,,"あ――もしかして、騒ぎになってた
異国の覚者さん？","Oh, are you the Arisen from the foreign land that
caused all the commotion?",ui\00_message\npc\base\n2503.gmd,\npc\n2503.arc,n2503.arc,4
0,,"――まずは身の証を立ててから
買い物しに来てくれるとうれしいわ
ちょっと信用できないもの","--First, I would be happy if you could prove your
identity before shopping. I can't trust you that
easily.",ui\00_message\npc\base\n2503.gmd,\npc\n2503.arc,n2503.arc,5
0,,"や、やぁ――
クレストのことかな？","Ah, um... Is it about Crests?",ui\00_message\npc\base\n2504.gmd,\npc\n2504.arc,n2504.arc,0
0,,"クレストっていうのは、装備に付けられる
特殊な力の結晶らしいよ
僕は管理を任されてるだけなんだけど――","Crests are apparently crystals that can be
attached to equipment, possessing special powers.
I'm just in charge of managing them...",ui\00_message\npc\base\n2504.gmd,\npc\n2504.arc,n2504.arc,1
0,,"僕は子供の頃から線が細くて
戦いでも狩りでも中々手柄を上げられなくて――","Since I was a child, I have always been frail,
unable to achieve any remarkable feats in battles
or hunts...",ui\00_message\npc\base\n2504.gmd,\npc\n2504.arc,n2504.arc,2
0,,"なんて、よそから来た人には
この気持ち、わからないよな","Oh, someone who comes from elsewhere would never
understand this feeling.",ui\00_message\npc\base\n2504.gmd,\npc\n2504.arc,n2504.arc,3
0,,"戦いよりもこういうことの方が向いてるだろうって
ピサルからこの仕事を任されたんだ
自分でもそう思うよ","I was entrusted with this job by Pisarr, who
believed that I was more suited for something like
this than for battle.
I think so too.",ui\00_message\npc\base\n2504.gmd,\npc\n2504.arc,n2504.arc,4
0,,"――だけど、イーヴィの好みは
""誰よりも強い男""なんだよなぁ","But Evey's preference is for a 'man stronger than
anyone else,' you know.",ui\00_message\npc\base\n2504.gmd,\npc\n2504.arc,n2504.arc,5
0,,"あの――
身の証を立ててから来てもらえないかな
こういうのって信用が大事だからさ","You know, it would be great if you could come
after proving yourself.
Because trust is important in situations like
this.",ui\00_message\npc\base\n2504.gmd,\npc\n2504.arc,n2504.arc,6
0,,"戦いに行くの？
パーティの編成なら私がお手伝いするわ！","Are you going to the battle?
If you need help with party formation, I can
assist you!",ui\00_message\npc\base\n2505.gmd,\npc\n2505.arc,n2505.arc,0
0,,"力強く、信頼できる仲間と集まることで
一人ひとりの戦士の働きもよくなるはずよ！","By gathering together strong and reliable
comrades, the efforts of each individual soldier
should also improve!",ui\00_message\npc\base\n2505.gmd,\npc\n2505.arc,n2505.arc,1
0,,"ポーンを呼ぶこともできるけど――
どうする？","You can also call for Pawns.
What will you do?",ui\00_message\npc\base\n2505.gmd,\npc\n2505.arc,n2505.arc,2
0,,"変わった衣装――
それがあなたたちの力を引き出す衣なのね
ううん、見慣れないだけで――素敵よ","Unusual costumes...
Those clothes bring out your power, don't they?
No, it's just because they're unfamiliar...
They're wonderful.",ui\00_message\npc\base\n2505.gmd,\npc\n2505.arc,n2505.arc,3
0,,"あっ――
えっと、異国の方――
身の証を立ててもいない怪しい人と喋ってたら
族長に怒られちゃうから――","Ah—
Um, traveler from a foreign land—
Talking to a suspicious person like me, who
hasn't even proven their identity might anger the
clan chief—",ui\00_message\npc\base\n2505.gmd,\npc\n2505.arc,n2505.arc,4
0,,――何だ,...What is it?,ui\00_message\npc\base\n2506.gmd,\npc\n2506.arc,n2506.arc,0
0,,"この村を纏めているのは
壮健で誇り高き族長、ピサルだ","The one who leads this village is the robust and
proud chieftain, Pisarr.",ui\00_message\npc\base\n2506.gmd,\npc\n2506.arc,n2506.arc,1
0,,異国の覚者、か――,"The Arisen from a foreign land, eh――",ui\00_message\npc\base\n2506.gmd,\npc\n2506.arc,n2506.arc,2
0,,"ほう、なるほど
中々鋭い目をしている","Oh, I see. You have quite sharp eyes.",ui\00_message\npc\base\n2506.gmd,\npc\n2506.arc,n2506.arc,3
0,,まずは身の証を立てるんだな,"First, prove yourself.",ui\00_message\npc\base\n2506.gmd,\npc\n2506.arc,n2506.arc,4
0,,おっ、何か用かよ？,"Oh, do you need something?",ui\00_message\npc\base\n2507.gmd,\npc\n2507.arc,n2507.arc,0
0,,"武器の手入れはいつでも万全だ！
早いとこ戦いに出て手柄を立てたいぜ","I always ensure that my weapons are in perfect
condition!
I can't wait to go into battle and earn some
credit!",ui\00_message\npc\base\n2507.gmd,\npc\n2507.arc,n2507.arc,1
0,,"俺だってダナの戦士
狩りでもいい働きをしているはずだ！","I, too, am a soldier of Dana.
I should be able to contribute to the hunt!",ui\00_message\npc\base\n2507.gmd,\npc\n2507.arc,n2507.arc,2
0,,"族長が狩りに行く時にでも
同行させてもらえりゃ早いんだけどな――
中々アピールするタイミングが――","If I could just accompany the chief when they go
hunting, we could expedite things, you know――
It's just difficult to find the right timing to
make my appeal――",ui\00_message\npc\base\n2507.gmd,\npc\n2507.arc,n2507.arc,3
0,,"盾も剣も、毎日点検しては磨いてるんだぜ
もちろん鍛錬も欠かさねぇ！","I inspect and polish my shield and sword every
day, and of course, I never neglect my training!",ui\00_message\npc\base\n2507.gmd,\npc\n2507.arc,n2507.arc,4
0,,"てめぇ、まずは身の証を立ててからにしろよな
この村で怪しげなことしたら承知しねぇぞ","First, prove yourself before you speak.
I won't tolerate any suspicious activities in
this village.",ui\00_message\npc\base\n2507.gmd,\npc\n2507.arc,n2507.arc,5
0,,私に用か？,You wanted to see me?,ui\00_message\npc\base\n2508.gmd,\npc\n2508.arc,n2508.arc,0
0,,"村に外敵が侵入しないように
ここで見張っているのだ","I'm here to watch over this place and to ensure
no enemies invade the village.",ui\00_message\npc\base\n2508.gmd,\npc\n2508.arc,n2508.arc,1
0,,"ダナはフィンダムでも知られた勇猛な部族の村だが
子供や年寄り、戦いの苦手な者もいる
彼らを守ってこその部族だ","Dana is a village known all over Phindym for its
brave and fierce tribe, but it also has children,
elders, and those who are not skilled in combat.
Protecting them is what makes our tribe strong.",ui\00_message\npc\base\n2508.gmd,\npc\n2508.arc,n2508.arc,2
0,,"ずっと見張りをしていて疲れないのか、だと？
この程度どうということはない","Do you mean that you never get tired from keeping
watch? It's nothing to be concerned about.",ui\00_message\npc\base\n2508.gmd,\npc\n2508.arc,n2508.arc,3
0,,"私に構ってないで村に入ったらどうだ
大方、ピサルかラザネイルに会いに来たのだろう？","Why don't you enter the village instead of
ignoring me?
Most likely, you've come to meet Pisarr or
Razanailt, haven't you?",ui\00_message\npc\base\n2508.gmd,\npc\n2508.arc,n2508.arc,4
0,,すまないが、まずは身の証を立てるのが先だろう,"I'm sorry, but first you should prove your
identity.",ui\00_message\npc\base\n2508.gmd,\npc\n2508.arc,n2508.arc,5
0,,はいはい、何の御用？,"Yes, yes. What can I help you with?",ui\00_message\npc\base\n2509.gmd,\npc\n2509.arc,n2509.arc,0
0,,"うちも育ち盛りの子が多いからね
山のように用意した食事が
あっという間に無くなるのは見てて気分いいもんさ","We also have many children who are in their
growing years, you know.
It's satisfying to see the meals we prepared like
a mountain disappear in no time.",ui\00_message\npc\base\n2509.gmd,\npc\n2509.arc,n2509.arc,1
0,,"アンタも覚者だったら戦いに出ること、あるんだろ？
この村でしっかり食べて、体を休めて
次の旅立ちに備えるんだよ","If you are also an Arisen, there must be
something you fight for, right?
Eat well and rest your body in this village, and
prepare yourself for the next journey.",ui\00_message\npc\base\n2509.gmd,\npc\n2509.arc,n2509.arc,2
0,,"ふぅ、洗濯物は済んだし
次は家畜の世話でもしに行こうかな","Phew, the laundry is done.
Now, should I go take care of the livestock?",ui\00_message\npc\base\n2509.gmd,\npc\n2509.arc,n2509.arc,3
0,,"あっ――
あんた、さっき表で騒いでた奴らの仲間だね？","Ah... Are you one of the people who were causing
a ruckus outside earlier?",ui\00_message\npc\base\n2509.gmd,\npc\n2509.arc,n2509.arc,4
0,,"本当に覚者だっていうんなら
さっさと身の証を立ててきちまいなよ
そしたらややこしいことも無くなるんだからさ","If you really claim to be an Arisen, then quickly
prove yourself and settle it.
That way, there won't be any more complications.",ui\00_message\npc\base\n2509.gmd,\npc\n2509.arc,n2509.arc,5
0,,"《武霊の庵》のそばにある物見台はサイコーなんだ！
フィンダム全体が見渡せるし
""芯なる樹""がすっごくキレイに見えるよ","The observation deck next to the Spirit Arts Hut
is awesome!
You can oversee the entire Phindym, and the Core
Tree looks incredibly beautiful.",ui\00_message\npc\base\n2510.gmd,\npc\n2510.arc,n2510.arc,0
0,,何だよ？　ここはオレの場所だかんな！,"What's going on? This is my spot, you know!",ui\00_message\npc\base\n2510.gmd,\npc\n2510.arc,n2510.arc,1
0,,"ここからは村の中くらいなら見渡せるよ
でも、やっぱり村の外を眺めたいなぁ――","From here, you can see around the middle of the
village.
But, I still want to gaze at the outside of the
village...",ui\00_message\npc\base\n2510.gmd,\npc\n2510.arc,n2510.arc,2
0,,"村の入り口はワイニが守ってる
万が一魔物が村に入ってきたって
ダナは戦士の村だからへっちゃらだ！","The village entrance is guarded by Wine.
Even if monsters somehow get into the village,
it's no big deal because Dana is a warrior's
village!",ui\00_message\npc\base\n2510.gmd,\npc\n2510.arc,n2510.arc,3
0,,"一人前の戦士になったら
ワイニみたいに武器を持って村を守りたいんだ","Once I become a skilled warrior, I want to
protect the village like Wine does, wielding a
weapon.",ui\00_message\npc\base\n2510.gmd,\npc\n2510.arc,n2510.arc,4
0,,――怪しい人とはあんまり喋っちゃダメなんだ,"- You shouldn't talk too much with suspicious
people.",ui\00_message\npc\base\n2510.gmd,\npc\n2510.arc,n2510.arc,5
0,,なによ,What is it?,ui\00_message\npc\base\n2511.gmd,\npc\n2511.arc,n2511.arc,0
0,,"これからは腕力だけじゃやってけないわ
知識よ、あらゆる状況に対応できる知識が必要なの！
みんなわかってないの！","From now on, it won't be enough to rely on arm
strength alone.
Knowledge, I need knowledge that can adapt to any
situation!
Everyone just doesn't understand!",ui\00_message\npc\base\n2511.gmd,\npc\n2511.arc,n2511.arc,1
0,,"属性がどうとか弱点がなんだとか
そういう知識だけじゃなくて！
もっと幅広い知識を身に付けたいの――
戦いの役に立つはずよ","It's not just about knowing attributes and
weaknesses.
I want to acquire a broader range of knowledge.
It should be useful in battle.",ui\00_message\npc\base\n2511.gmd,\npc\n2511.arc,n2511.arc,2
0,,"暇なの？
ボーッとしてないで、知識を蓄えるなり
身体を鍛えるなりした方がいいんじゃない？","Are you free?
Instead of spacing out, it would be better to
accumulate knowledge or train your body, wouldn't
it?",ui\00_message\npc\base\n2511.gmd,\npc\n2511.arc,n2511.arc,3
0,,"なんなの、怪しい人ね！
信用してほしいんなら、さっさと身の証を
立ててこればいいじゃない！","What's the matter? You're such a suspicious
person!
If you want me to trust you, then quickly provide
some proof and establish it!",ui\00_message\npc\base\n2511.gmd,\npc\n2511.arc,n2511.arc,4
0,,どうした？,"Hm, what is it?",ui\00_message\npc\base\n2512.gmd,\npc\n2512.arc,n2512.arc,0
0,,"何か面白い話は無いか、だと？
昔話でもすると思ったか
ヌムム――年寄り扱いしおって","Do you want to hear an interesting story or
something?
Did you think I was going to tell you an old
tale?
Gah, treating me like an old man.",ui\00_message\npc\base\n2512.gmd,\npc\n2512.arc,n2512.arc,1
0,,"昔話を聞いて喜ぶ暇があれば
将来のために何ができるかを考えるんだな","If you have time to rejoice in listening to old
tales, then ponder what you can do for the future.",ui\00_message\npc\base\n2512.gmd,\npc\n2512.arc,n2512.arc,2
0,,"ダナの村は戦士の村だ
強くあるからこそ、護るべきものを
支えることができるのだ","Dana's village is a village of Soldiers.
It is because they are strong that they can
protect what needs to be protected and support it.",ui\00_message\npc\base\n2512.gmd,\npc\n2512.arc,n2512.arc,3
0,,"確かに――
俺も、そこのオドランも
すでに戦士としての役からは降りておる――","Indeed, I and Audran over there have already
retired from our roles as soldiers.",ui\00_message\npc\base\n2512.gmd,\npc\n2512.arc,n2512.arc,4
0,,"だが！
だからといって日々の研鑽を怠ることはない
若者に道を譲っただけのこと","However! I will never neglect my daily training
and pursuit of knowledge.
It's just a matter of giving way to the younger
generation.",ui\00_message\npc\base\n2512.gmd,\npc\n2512.arc,n2512.arc,5
0,,"お前は今、別のミッションを進行している
ようだな――","It seems that you are currently engaged in
another Mission, my lord.",ui\00_message\npc\base\n2512.gmd,\npc\n2512.arc,n2512.arc,6
0,,"そのミッションの参加を取りやめてから
あらためてここに来るんだな","After canceling your participation in that
mission, you have come here again.",ui\00_message\npc\base\n2512.gmd,\npc\n2512.arc,n2512.arc,7
0,,"自分の今の状況を把握することは
戦う者にとって常に重要なことだ","Understanding one's current situation is always
important for a warrior.",ui\00_message\npc\base\n2512.gmd,\npc\n2512.arc,n2512.arc,8
0,,"覚者だと言う割に
身の証も立てられんのか？
そんなことでは信用できんな","Even though you claim to be an Arisen, can you
not provide any proof of your abilities?
I can't trust someone who can't even do that.",ui\00_message\npc\base\n2512.gmd,\npc\n2512.arc,n2512.arc,9
0,,"アンタ――他のミッションを
受けている最中じゃないか","Are you――in the middle of receiving another
mission?",ui\00_message\npc\base\n2513.gmd,\npc\n2513.arc,n2513.arc,0
0,,"そちらを先に片づけるか、エントリーを
中止してからまた来るんだね","Shall we tidy up that area first, or should we
cancel the entry and come back later?",ui\00_message\npc\base\n2513.gmd,\npc\n2513.arc,n2513.arc,1
0,,さ、用件は何？,"So, what's the subject?",ui\00_message\npc\base\n2513.gmd,\npc\n2513.arc,n2513.arc,2
0,,"――ふぅん
なかなか鍛えてるね","Oh, I see. You're quite well trained.",ui\00_message\npc\base\n2513.gmd,\npc\n2513.arc,n2513.arc,3
0,,"大物を狩りに行くなら
レウェラに声をかけて
仲間を集めた方がいいよ","If you're going to hunt a big game, it's better
to ask Lewela for help and gather your comrades.",ui\00_message\npc\base\n2513.gmd,\npc\n2513.arc,n2513.arc,4
0,,"覚者が何人も居るってことは
ポーンもいっぱいいるんだろうね
アンタのところの大陸には","There must be many Arisen, which means there are
probably plenty of Pawns too in your continent.",ui\00_message\npc\base\n2513.gmd,\npc\n2513.arc,n2513.arc,5
0,,"いざという時の戦力に
余裕がありそうで羨ましいよ","It's enviable to have such a surplus of strength
when the time comes.",ui\00_message\npc\base\n2513.gmd,\npc\n2513.arc,n2513.arc,6
0,,身の証を立ててから出直してくるんだね,Come back after proving your worth.,ui\00_message\npc\base\n2513.gmd,\npc\n2513.arc,n2513.arc,7
0,,"別の国の覚者――
何だ、話聞く","Arisen from another country...
Well, what's the story?",ui\00_message\npc\base\n2550.gmd,\npc\n2550.arc,n2550.arc,0
0,,"安全守るの、手間かかってる
泊まるなら<VAL PRICE_INN>いる","Protecting safety is time-consuming.
If you stay, it will cost <VAL PRICE_INN>.",ui\00_message\npc\base\n2550.gmd,\npc\n2550.arc,n2550.arc,1
0,,はい,OK,ui\00_message\npc\base\n2550.gmd,\npc\n2550.arc,n2550.arc,2
0,,いいえ,Cancel,ui\00_message\npc\base\n2550.gmd,\npc\n2550.arc,n2550.arc,3
0,,"金、いらない
安全な寝床、好きに休んでいけ","Gold, I don't need it.
A safe sleeping place, rest as you please.",ui\00_message\npc\base\n2550.gmd,\npc\n2550.arc,n2550.arc,4
0,,はい,OK,ui\00_message\npc\base\n2550.gmd,\npc\n2550.arc,n2550.arc,5
0,,いいえ,Cancel,ui\00_message\npc\base\n2550.gmd,\npc\n2550.arc,n2550.arc,6
0,,"俺《弱化の治療》できる
<VAL PRICE_WEAK>だ","If it's 《Treat Weakness》, it's <VAL PRICE_WEAK>.
What do you want to do?",ui\00_message\npc\base\n2550.gmd,\npc\n2550.arc,n2550.arc,7
0,,はい,OK,ui\00_message\npc\base\n2550.gmd,\npc\n2550.arc,n2550.arc,8
0,,いいえ,Cancel,ui\00_message\npc\base\n2550.gmd,\npc\n2550.arc,n2550.arc,9
0,,"弱化――？
なってない
気にしすぎだ","Weakened――?
Not at all.
You're worrying too much.",ui\00_message\npc\base\n2550.gmd,\npc\n2550.arc,n2550.arc,10
0,,"お前、珍しい客だ
皆、お前が気になってる","You're a rare customer.
Everyone is curious about you.",ui\00_message\npc\base\n2550.gmd,\npc\n2550.arc,n2550.arc,11
0,,"皆が安全に眠れる
毎日食べられる
何かに襲われない――
これが大事、一番大事だ","Everyone being able to sleep safely, being able
to eat every day, not being attacked by anything――
This is important, the most important thing.",ui\00_message\npc\base\n2550.gmd,\npc\n2550.arc,n2550.arc,12
0,,"外に出ると魔物に襲われる
争いに巻き込まれる
病気にもなる――
なら、ここで仲間を守っていきたい","When you go outside, you will be attacked by
enemies.
You will be drawn into conflicts.
You can even fall ill--
So, I want to protect my comrades here.",ui\00_message\npc\base\n2550.gmd,\npc\n2550.arc,n2550.arc,13
0,,"お前も、大人しくしてるなら
ここにずっと居ていい
好きにしろ","If you're staying here quietly, you can stay here
as long as you like.
Do as you please.",ui\00_message\npc\base\n2550.gmd,\npc\n2550.arc,n2550.arc,14
0,,"オレ、コレ調べてる！
使い方ワカル！　仲間呼ぶなら手伝う！","I'm researching this!
I understand how to use it! If you call your
comrades, I'll help!",ui\00_message\npc\base\n2551.gmd,\npc\n2551.arc,n2551.arc,0
0,,"コレ青く光る――
キレイだろ？","This shines blue—
Isn't it beautiful?",ui\00_message\npc\base\n2551.gmd,\npc\n2551.arc,n2551.arc,1
0,,"コレ、昔からココにある
ずっとずっと前からある","This has been here since long, long ago.",ui\00_message\npc\base\n2551.gmd,\npc\n2551.arc,n2551.arc,2
0,,"オレ、一番コレに詳しい
分からないなら教える","I'm the most knowledgeable about this.
If you don't know, I'll teach you.",ui\00_message\npc\base\n2551.gmd,\npc\n2551.arc,n2551.arc,3
0,,"ナニ？
資材欲しい？","What?
Do you want materials?",ui\00_message\npc\base\n2552.gmd,\npc\n2552.arc,n2552.arc,0
0,,"資材、ゴールドと引き換え
ゴールド持ってるか？","Do you have any Gold?
We can exchange it for materials.",ui\00_message\npc\base\n2552.gmd,\npc\n2552.arc,n2552.arc,1
0,,"ゴールド集める
資材買える
――わかった？","Collect Gold.
Buy Materials.
- Got it?",ui\00_message\npc\base\n2552.gmd,\npc\n2552.arc,n2552.arc,2
0,,"ゴールドない？
なら、お前に資材ない","Don't you have any Gold?
If not, then you don't have any materials either.",ui\00_message\npc\base\n2552.gmd,\npc\n2552.arc,n2552.arc,3
0,,ム、何の用ダ！,"Hmm, what's your business!",ui\00_message\npc\base\n2553.gmd,\npc\n2553.arc,n2553.arc,0
0,,ココ、魔物来ないか見張ってる,"I am keeping watch here, in case enemies appear.",ui\00_message\npc\base\n2553.gmd,\npc\n2553.arc,n2553.arc,1
0,,"お前――魔物連れて来てないな？
後つけられたら、困ることなる","You... haven't brought any enemies, have you?
If you bring them later, it will become
troublesome.",ui\00_message\npc\base\n2553.gmd,\npc\n2553.arc,n2553.arc,2
0,,"見張ってないと、村、襲われる
――オレ忙しいだが、オマエひまなのか？","If we don't keep watch, the village will be
attacked.
- I'm busy, but are you free?",ui\00_message\npc\base\n2553.gmd,\npc\n2553.arc,n2553.arc,3
0,,えっと、あの、ナニ？,"Um, uh, what?",ui\00_message\npc\base\n2554.gmd,\npc\n2554.arc,n2554.arc,0
0,,"ココ、安心ヨ
眠れる、食べれる、怖いことナイ――","Here, you can rest easy.
You can sleep, eat, and there's nothing to fear.",ui\00_message\npc\base\n2554.gmd,\npc\n2554.arc,n2554.arc,1
0,,"ちゃんと幸せヨ
外出ようと思ワナイ","I want to be truly happy.
I don't want to go out.",ui\00_message\npc\base\n2554.gmd,\npc\n2554.arc,n2554.arc,2
0,,え、あの――外は怖いカラ――,"Um, well— it's scary outside—",ui\00_message\npc\base\n2554.gmd,\npc\n2554.arc,n2554.arc,3
0,,ハーイ、ナニ？,"Hello, what's up?",ui\00_message\npc\base\n2555.gmd,\npc\n2555.arc,n2555.arc,0
0,,"ネェネェ、手伝って！
クエストボードに
ミンナの""お願い""貼ってるダカラ！","Hey, hey, can you help me out?
I've posted everyone's ""requests"" on the Quest
Board, you see!",ui\00_message\npc\base\n2555.gmd,\npc\n2555.arc,n2555.arc,1
0,,"クエストボードの""お願い""やっつけてくれたら
お礼もあるヨー！","If you can help me with the ""requests"" on the
Quest Board, there will be a reward too!",ui\00_message\npc\base\n2555.gmd,\npc\n2555.arc,n2555.arc,2
0,,"クエストボードの""お願い""やっつけて減らす
でもまた""お願い""増える――
ダカラ、ミンナでやっつけよ！","Complete the requests on the quest board and
whittle them down.
But then, more requests keep coming— So let's all
take care of them together!",ui\00_message\npc\base\n2555.gmd,\npc\n2555.arc,n2555.arc,3
0,,"おお、お客人
ワシに何か聞きたいことでも？","Oh, esteemed customer.
Is there something you would like to ask me?",ui\00_message\npc\base\n2556.gmd,\npc\n2556.arc,n2556.arc,0
0,,"ワシは若い頃、一度この集落から出て
他の集落を旅して回ったことがありましてな","When I was young, I once left this village and
traveled to other villages.",ui\00_message\npc\base\n2556.gmd,\npc\n2556.arc,n2556.arc,1
0,,"外はどうだったか、ですか？
こうしてまたこの集落に戻り、この歳に
なるまで過ごしているのです
――もう、お分かりでしょう","How was it outside, you ask?
Well, I returned to this settlement, and I've
been here until this age.
— You probably understand by now.",ui\00_message\npc\base\n2556.gmd,\npc\n2556.arc,n2556.arc,2
0,,"この集落の者は他所と少し言葉が違うでしょう
交流が無いまま過ごすとね
こうなるんですよ","The people in this settlement might have slightly
different language compared to others.
When you spend your time without much
interaction, this is what happens.",ui\00_message\npc\base\n2556.gmd,\npc\n2556.arc,n2556.arc,3
0,,"フィンダム全体で見ても
ワシは年寄りの部類ですわな
この洞窟が外部の災厄から守ってくれるお陰です","Even in the whole Phindym, I suppose I belong to
the old folks category.
Thanks to this cave, it protects us from external
calamities.",ui\00_message\npc\base\n2556.gmd,\npc\n2556.arc,n2556.arc,4
0,,"ようこそ、異国の覚者様
モルフォールにご用でしょうか？","Welcome, esteemed Arisen.
Are you in need of assistance in Morfaul?",ui\00_message\npc\base\n2600.gmd,\npc\n2600.arc,n2600.arc,0
0,,"かつて村を支えてくれていた大地が
突然我々に牙をむくというのは――
頭ではわかっていても、悲しさを覚えるものです","The fact that the land, which once supported our
village, suddenly shows its fangs towards us...
Even though we understand it in our heads, it
brings forth a sense of sadness.",ui\00_message\npc\base\n2600.gmd,\npc\n2600.arc,n2600.arc,1
0,,"この村はまたも危機にさらされています
――異国の覚者様
再三で申し訳なく思う気持ちはあります
しかし、お力を貸していただけないでしょうか","This village is once again facing a crisis.
――Lord of a foreign land, I apologize for the
repeated inconvenience...
Would you lend us your power?",ui\00_message\npc\base\n2600.gmd,\npc\n2600.arc,n2600.arc,2
0,,"ご協力いただける時に
また私にお声をかけていただければ
詳細を知る者にお取り次ぎいたします","When you are able to assist, please also reach
out to me and I will relay the details to someone
who can provide more information.",ui\00_message\npc\base\n2600.gmd,\npc\n2600.arc,n2600.arc,3
0,,"おや、ここモルフォールの族長はガラダですよ
私は彼の信を得て、この地域を
切り盛りしているだけです","Oh, here in Morfaul, the chieftain is Gearóid.
I just manage this area with his trust.",ui\00_message\npc\base\n2600.gmd,\npc\n2600.arc,n2600.arc,4
0,,"モルフォールは代々精霊竜の
守りをしてきた一族の村です","Morfaul is the village of a clan that has been
protecting the Spirit Dragons for generations.",ui\00_message\npc\base\n2600.gmd,\npc\n2600.arc,n2600.arc,5
0,,"精霊竜の守番となったものは、ここから東に行った
《始まりの洞》にて過ごすことになります
村に残った者は彼らを全力で支えるのが務めです","Those who become guardians of the Spirit Dragon
will spend their time in the Hollow of Beginnings,
located to the east from here.
Those who stay in the village have the duty to
support them with all their might.",ui\00_message\npc\base\n2600.gmd,\npc\n2600.arc,n2600.arc,6
0,,"侵食がはびこるこのような状況ですから
族長ガラダの補佐として
モードレッドが就いています","Given the prevalence of corruption in this
situation, Mordred has taken on the role of
assisting Chief Gearóid.",ui\00_message\npc\base\n2600.gmd,\npc\n2600.arc,n2600.arc,7
0,,"彼も最初は精霊竜の守番として
竜のお傍にて務めるはずだったのですよ","He was also supposed to serve as the guardian of
the Spirit Dragon at first, by its side.",ui\00_message\npc\base\n2600.gmd,\npc\n2600.arc,n2600.arc,8
0,,"はじめまして、私はアルトフェイル
このモロー樹林一帯を任されたエリアマスターです","Nice to meet you, I am Arthfael, the Area Master
entrusted with this entire Morrow Forest.",ui\00_message\npc\base\n2600.gmd,\npc\n2600.arc,n2600.arc,9
0,,"モロー樹林はその呼び名の通り
フィンダム大陸の中でも深き森を
数多く有しています","The Morrow Forest, as its name suggests, is one
of the deep forests found in the continent of
Phindym.",ui\00_message\npc\base\n2600.gmd,\npc\n2600.arc,n2600.arc,10
0,,"森の恩恵を受け、これまでは恵まれた
環境であったと言えるでしょう
そう、""侵食""が始まる前までは――","Thanks to the blessings of the forest, it can be
said that we have been fortunate to exist in a
favorable environment.
Yes, until the ""corruption"" began to spread...",ui\00_message\npc\base\n2600.gmd,\npc\n2600.arc,n2600.arc,11
0,,"現在は村の総力を挙げて
侵食の被害を食い止めるため尽力しています
ここで我々が屈することは、フィンダムが
屈することに等しいと考えています――","Currently, we are making every effort with the
combined strength of the village to halt the
spread of Corruption.
We believe that surrendering at this point would
be tantamount to Phindym's surrender.",ui\00_message\npc\base\n2600.gmd,\npc\n2600.arc,n2600.arc,12
