#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
0,,ニグラムコルプス,Nigrum Corpus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5518
0,,ニグラムコルプス,Nigrum Corpus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5519
0,,ニグラムコルプス,Nigrum Corpus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5520
0,,ニグラムコルプス,Nigrum Corpus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5521
0,,ニグラムコルプス,Nigrum Corpus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5522
0,,テネブライドラジェル,Tenebrae de Ragel,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5523
0,,テネブライドラジェル,Tenebrae de Ragel,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5524
0,,テネブライドラジェル,Tenebrae de Ragel,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5525
0,,テネブライドラジェル,Tenebrae de Ragel,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5526
0,,テネブライドラジェル,Tenebrae de Ragel,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5527
0,,イクツステラム,Ichthus Terram,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5528
0,,イクツステラム,Ichthus Terram,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5529
0,,イクツステラム,Ichthus Terram,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5530
0,,イクツステラム,Ichthus Terram,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5531
0,,イクツステラム,Ichthus Terram,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5532
0,,アルスマグナ,Ars Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5533
0,,アルスマグナ,Ars Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5534
0,,アルスマグナ,Ars Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5535
0,,アルスマグナ,Ars Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5536
0,,アルスマグナ,Ars Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5537
0,,サーヴァントフェイト,Servant's Fate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5538
0,,サーヴァントフェイト,Servant's Fate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5539
0,,サーヴァントフェイト,Servant's Fate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5540
0,,サーヴァントフェイト,Servant's Fate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5541
0,,サーヴァントフェイト,Servant's Fate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5542
0,,ディープクリムゾン,Deep Crimson,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5543
0,,ディープクリムゾン,Deep Crimson,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5544
0,,ディープクリムゾン,Deep Crimson,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5545
0,,ディープクリムゾン,Deep Crimson,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5546
0,,ディープクリムゾン,Deep Crimson,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5547
0,,ディアマンテス用大杖,Diamantes Large Cane,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5548
0,,ベネフィットソード,Benefit Sword,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5549
0,,ベネフィットウォール,Benefit Wall,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5550
0,,ベネフィットボウ,Benefit Bow,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5551
0,,ベネフィットスタッフ,Benefit Staff,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5552
0,,人敵用_wp300000_1,For human enemy_wp300000_1,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5553
0,,人敵用_wp300003_2,For human enemy_wp300003_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5554
0,,人敵用_wp302006_2,For human enemy_wp302006_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5555
0,,人敵用_wp303000_2,For human enemy_wp303000_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5556
0,,人敵用_wp303005_2,For human enemy_wp303005_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5557
0,,人敵用_wp305000_1,For human enemy_wp305000_1,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5558
0,,人敵用_wp305009_2,For human enemy_wp305009_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5559
0,,人敵用_wp306000_2,For human enemy_wp306000_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5560
0,,人敵用_wp306007_1,For human enemy_wp306007_1,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5561
0,,人敵用_wp310000_1,For human enemies_wp310000_1,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5562
0,,人敵用_wp310006_2,For human enemy_wp310006_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5563
0,,人敵用_wp311000_1,For human enemy_wp311000_1,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5564
0,,人敵用_wp311005_3,For human enemies_wp311005_3,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5565
0,,人敵用_wp302000_2,For human enemy_wp302000_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5566
0,,人敵用_wp301009_4,For human enemies_wp301009_4,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5567
0,,人敵用_wp302007_4,For human enemy_wp302007_4,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5568
0,,人敵用_wp303007_4,For human enemy_wp303007_4,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5569
0,,人敵用_wp305008_4,For human enemy_wp305008_4,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5570
0,,人敵用_wp306015_4,For human enemy_wp306015_4,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5571
0,,人敵用_wp310009_4,For human enemy_wp310009_4,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5572
0,,人敵用_wp311006_4,For human enemies_wp311006_4,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5573
0,,パワービーク,Power Beak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5574
0,,パワービーク,Power Beak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5575
0,,パワービーク,Power Beak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5576
0,,パワービーク,Power Beak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5577
0,,パワービーク,Power Beak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5578
0,,NPC用_wp300000,For NPC_wp300000,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5579
0,,NPC用_wp300005,For NPC_wp300005,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5580
0,,NPC用_wp300010,For NPC_wp300010,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5581
0,,NPC用_wp300014,For NPC_wp300014,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5582
0,,NPC用_wp300015,For NPC_wp300015,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5583
0,,NPC用_wp302000,For NPC_wp302000,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5584
0,,NPC用_wp303000,For NPC_wp303000,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5585
0,,NPC用_wp305000,For NPC_wp305000,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5586
0,,NPC用_wp306000,For NPC_wp306000,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5587
0,,NPC用_wp306018,For NPC_wp306018,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5588
0,,NPC用_wp308000,For NPC_wp308000,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5589
0,,NPC用_wp310000,For NPC_wp310000,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5590
0,,NPC用_wp311013,For NPC_wp311013,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5591
0,,NPC用_wp311000,For NPC_wp311000,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5592
0,,NPC用_wp307000,For NPC_wp307000,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5593
0,,NPC用_wp308000,For NPC_wp308000,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5594
0,,NPC用_wp305010,For NPC_wp305010,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5595
0,,NPC用_wp306019,For NPC_wp306019,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5596
0,,NPC用_wp305014,For NPC_wp305014,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5597
0,,NPC用_wp300003,For NPC_wp300003,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5598
0,,NPC用_wp306008,For NPC_wp306008,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5599
0,,NPC用_wp310010,For NPC_wp310010,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5600
0,,NPC用_wp303009,For NPC_wp303009,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5601
0,,NPC用_wp302004,For NPC_wp302004,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5602
0,,NPC用_wp308007,For NPC_wp308007,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5603
0,,NPC用_wp305005,For NPC_wp305005,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5604
0,,NPC用_wp302011,For NPC_wp302011,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5605
0,,ソードオブネメシス,Sword of Nemesis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5606
0,,ソードオブネメシス,Sword of Nemesis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5607
0,,ソードオブネメシス,Sword of Nemesis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5608
0,,ソードオブネメシス,Sword of Nemesis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5609
0,,ソードオブネメシス,Sword of Nemesis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5610
0,,ドラゴンズドグマ,Dragon's Dogma,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5611
0,,ドラゴンズドグマ,Dragon's Dogma,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5612
0,,ドラゴンズドグマ,Dragon's Dogma,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5613
0,,ドラゴンズドグマ,Dragon's Dogma,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5614
0,,ドラゴンズドグマ,Dragon's Dogma,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5615
0,,ドラゴンズトール,Dragon's Toll,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5616
0,,ドラゴンズトール,Dragon's Toll,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5617
0,,ドラゴンズトール,Dragon's Toll,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5618
0,,ドラゴンズトール,Dragon's Toll,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5619
0,,ドラゴンズトール,Dragon's Toll,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5620
0,,閃光のクロスレイピア,Cross Rapier of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5621
0,,閃光のクロスレイピア,Cross Rapier of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5622
0,,閃光のクロスレイピア,Cross Rapier of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5623
0,,閃光のクロスレイピア,Cross Rapier of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5624
0,,閃光のクロスレイピア,Cross Rapier of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5625
0,,邪印のモーニングスター,Mark of the Wicked Morning Star,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5626
0,,邪印のモーニングスター,Mark of the Wicked Morning Star,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5627
0,,邪印のモーニングスター,Mark of the Wicked Morning Star,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5628
0,,邪印のモーニングスター,Mark of the Wicked Morning Star,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5629
0,,邪印のモーニングスター,Mark of the Wicked Morning Star,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5630
0,,オーフリングソード【紅】,Olfring Sword (Red),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5631
0,,オーフリングソード【紅】,Olfring Sword (Red),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5632
0,,オーフリングソード【紅】,Olfring Sword (Red),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5633
0,,オーフリングソード【紅】,Olfring Sword (Red),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5634
0,,オーフリングソード【紅】,Olfring Sword (Red),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5635
0,,オーフリングソード【翠】,Olfring Sword (Green),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5636
0,,オーフリングソード【翠】,Olfring Sword (Green),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5637
0,,オーフリングソード【翠】,Olfring Sword (Green),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5638
0,,オーフリングソード【翠】,Olfring Sword (Green),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5639
0,,オーフリングソード【翠】,Olfring Sword (Green),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5640
0,,オーフリングソード【蒼】,Olfring Sword (Blue),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5641
0,,オーフリングソード【蒼】,Olfring Sword (Blue),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5642
0,,オーフリングソード【蒼】,Olfring Sword (Blue),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5643
0,,オーフリングソード【蒼】,Olfring Sword (Blue),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5644
0,,オーフリングソード【蒼】,Olfring Sword (Blue),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5645
0,,オーフリングソード【天】,Olfring Sword (Heaven),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5646
0,,オーフリングソード【天】,Olfring Sword (Heaven),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5647
0,,オーフリングソード【天】,Olfring Sword (Heaven),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5648
0,,オーフリングソード【天】,Olfring Sword (Heaven),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5649
0,,オーフリングソード【天】,Olfring Sword (Heaven),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5650
0,,オーフリングソード【地】,Olfring Sword (Earth),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5651
0,,オーフリングソード【地】,Olfring Sword (Earth),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5652
0,,オーフリングソード【地】,Olfring Sword (Earth),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5653
0,,オーフリングソード【地】,Olfring Sword (Earth),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5654
0,,オーフリングソード【地】,Olfring Sword (Earth),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5655
0,,オーフリングソード【玄】,Olfring Sword (Black),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5656
0,,オーフリングソード【玄】,Olfring Sword (Black),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5657
0,,オーフリングソード【玄】,Olfring Sword (Black),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5658
0,,オーフリングソード【玄】,Olfring Sword (Black),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5659
0,,オーフリングソード【玄】,Olfring Sword (Black),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5660
0,,ドラゴンズドグマギガ,Dragon's Dogma Giga,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5661
0,,ドラゴンズドグマギガ,Dragon's Dogma Giga,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5662
0,,ドラゴンズドグマギガ,Dragon's Dogma Giga,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5663
0,,ドラゴンズドグマギガ,Dragon's Dogma Giga,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5664
0,,ドラゴンズドグマギガ,Dragon's Dogma Giga,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5665
0,,ウォールオブネメシス,Wall of Nemesis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5666
0,,ウォールオブネメシス,Wall of Nemesis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5667
0,,ウォールオブネメシス,Wall of Nemesis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5668
0,,ウォールオブネメシス,Wall of Nemesis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5669
0,,ウォールオブネメシス,Wall of Nemesis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5670
0,,ドラゴンズスケイル,Dragon's Scale,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5671
0,,ドラゴンズスケイル,Dragon's Scale,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5672
0,,ドラゴンズスケイル,Dragon's Scale,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5673
0,,ドラゴンズスケイル,Dragon's Scale,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5674
0,,ドラゴンズスケイル,Dragon's Scale,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5675
0,,閃光のゲイジングロウ,Gazing Glow of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5676
0,,閃光のゲイジングロウ,Gazing Glow of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5677
0,,閃光のゲイジングロウ,Gazing Glow of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5678
0,,閃光のゲイジングロウ,Gazing Glow of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5679
0,,閃光のゲイジングロウ,Gazing Glow of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5680
0,,邪印のカーストゥーム,Mark of the Wicked Cursed Tomb,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5681
0,,邪印のカーストゥーム,Mark of the Wicked Cursed Tomb,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5682
0,,邪印のカーストゥーム,Mark of the Wicked Cursed Tomb,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5683
0,,邪印のカーストゥーム,Mark of the Wicked Cursed Tomb,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5684
0,,邪印のカーストゥーム,Mark of the Wicked Cursed Tomb,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5685
0,,クリスナーガアーテリー,Kris Naga Artery,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5686
0,,クリスナーガアーテリー,Kris Naga Artery,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5687
0,,クリスナーガアーテリー,Kris Naga Artery,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5688
0,,クリスナーガアーテリー,Kris Naga Artery,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5689
0,,クリスナーガアーテリー,Kris Naga Artery,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5690
0,,閃光のパリ―イングダガ―,Parrying Daggers of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5691
0,,閃光のパリ―イングダガ―,Parrying Daggers of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5692
0,,閃光のパリ―イングダガ―,Parrying Daggers of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5693
0,,閃光のパリ―イングダガ―,Parrying Daggers of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5694
0,,閃光のパリ―イングダガ―,Parrying Daggers of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5695
0,,邪印のスパートゥリア,Mark of the Wicked Supatoria,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5696
0,,邪印のスパートゥリア,Mark of the Wicked Supatoria,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5697
0,,邪印のスパートゥリア,Mark of the Wicked Supatoria,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5698
0,,邪印のスパートゥリア,Mark of the Wicked Supatoria,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5699
0,,邪印のスパートゥリア,Mark of the Wicked Supatoria,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5700
0,,ボウオブネメシス,Bow of Nemesis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5701
0,,ボウオブネメシス,Bow of Nemesis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5702
0,,ボウオブネメシス,Bow of Nemesis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5703
0,,ボウオブネメシス,Bow of Nemesis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5704
0,,ボウオブネメシス,Bow of Nemesis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5705
0,,ドラゴンズボウ,Dragon's Bow,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5706
0,,ドラゴンズボウ,Dragon's Bow,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5707
0,,ドラゴンズボウ,Dragon's Bow,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5708
0,,ドラゴンズボウ,Dragon's Bow,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5709
0,,ドラゴンズボウ,Dragon's Bow,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5710
0,,閃光のフラッドレイ,Flood Ray of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5711
0,,閃光のフラッドレイ,Flood Ray of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5712
0,,閃光のフラッドレイ,Flood Ray of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5713
0,,閃光のフラッドレイ,Flood Ray of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5714
0,,閃光のフラッドレイ,Flood Ray of Sparks,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5715
0,,邪印のヴァインストーク,Mark of the Wicked Vine Stalk,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5716
0,,邪印のヴァインストーク,Mark of the Wicked Vine Stalk,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5717
0,,邪印のヴァインストーク,Mark of the Wicked Vine Stalk,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5718
